Account,Id,false
Account,IsDeleted,false
Account,MasterRecordId,false
Account,Name,false
Account,Type,false
Account,RecordTypeId,false
Account,ParentId,false
Account,BillingStreet,false
Account,BillingCity,false
Account,BillingState,false
Account,BillingPostalCode,false
Account,BillingCountry,false
Account,BillingLatitude,false
Account,BillingLongitude,false
Account,BillingGeocodeAccuracy,false
Account,ShippingStreet,false
Account,ShippingCity,false
Account,ShippingState,false
Account,ShippingPostalCode,false
Account,ShippingCountry,false
Account,ShippingLatitude,false
Account,ShippingLongitude,false
Account,ShippingGeocodeAccuracy,false
Account,Phone,false
Account,Fax,false
Account,AccountNumber,false
Account,Website,false
Account,PhotoUrl,false
Account,Sic,false
Account,Industry,false
Account,AnnualRevenue,false
Account,NumberOfEmployees,false
Account,Ownership,false
Account,TickerSymbol,false
Account,Description,false
Account,Rating,false
Account,Site,false
Account,OwnerId,false
Account,CreatedDate,false
Account,CreatedById,false
Account,LastModifiedDate,false
Account,LastModifiedById,false
Account,SystemModstamp,false
Account,LastActivityDate,false
Account,LastViewedDate,false
Account,LastReferencedDate,false
Account,IsCustomerPortal,false
Account,Jigsaw,false
Account,JigsawCompanyId,false
Account,AccountSource,false
Account,SicDesc,false
Account,ConnectionReceivedId,false
Account,ConnectionSentId,false
Account,A_M_Best_Rating__c,false
Account,Active__c,false
FTE_Detail_Snapshot__c,CreatedDate,false,
FTE_Detail_Snapshot__c,CreatedById,false,
FTE_Detail_Snapshot__c,LastModifiedDate,false,
FTE_Detail_Snapshot__c,LastModifiedById,false,
FTE_Detail_Snapshot__c,SystemModstamp,false,
FTE_Detail_Snapshot__c,LastViewedDate,false,
FTE_Detail_Snapshot__c,LastReferencedDate,false,
FTE_Detail_Snapshot__c,ConnectionReceivedId,false,
FTE_Detail_Snapshot__c,ConnectionSentId,false,
FTE_Detail_Snapshot__c,Entity_Dataset_Summary__c,false,
FTE_Detail_Snapshot__c,Audit__c,false,
FTE_Detail_Snapshot__c,Department_MCIC__c,false,
FTE_Detail_Snapshot__c,Effective_Date__c,false,
FTE_Detail_Snapshot__c,Entity_Rollup__c,false,
FTE_Detail_Snapshot__c,Entity__c,false,
FTE_Detail_Snapshot__c,FTE_Count__c,false,
FTE_Detail_Snapshot__c,Full_Parttime__c,false,
FTE_Detail_Snapshot__c,ISO_Class__c,false,
FTE_Detail_Snapshot__c,ISO_Code__c,false,
FTE_Detail_Snapshot__c,Institution__c,false,
FTE_Detail_Snapshot__c,Insured_Category__c,false,
FTE_Detail_Snapshot__c,Insured_Effective_Date__c,false,
FTE_Detail_Snapshot__c,Insured_First_Name__c,false,
FTE_Detail_Snapshot__c,Insured_Last_Name__c,false,
FTE_Detail_Snapshot__c,Insured_Policy_History__c,false,
FTE_Detail_Snapshot__c,Insured_Status__c,false,
FTE_Detail_Snapshot__c,Insured_Termination_Date__c,false,
FTE_Detail_Snapshot__c,Is_Deleted__c,false,
FTE_Detail_Snapshot__c,Missing_Values__c,false,
FTE_Detail_Snapshot__c,Policy_Yr__c,false,
FTE_Detail_Snapshot__c,Risk_Class__c,false,
FTE_Detail_Snapshot__c,Risk_Weighting__c,false,
FTE_Detail_Snapshot__c,Slot_ID_PEMS__c,false,
FTE_Detail_Snapshot__c,Slot_Name__c,false,
FTE_Detail_Snapshot__c,Slot__c,false,
FTE_Detail_Snapshot__c,Subscriber_Entity__c,false,
FTE_Detail_Snapshot__c,Termination_Date__c,false,
FTE_Detail_Snapshot__c,Audit_As_Of_Date__c,false,
FTE_Detail_Snapshot__c,Coverage_Days__c,false,
FTE_Detail_Snapshot__c,MCIC_Class_Category__c,false,
FTE_Detail_Snapshot__c,MCIC_Class__c,false,
FTE_Detail_Snapshot__c,Policy_Year__c,false,
FTE_Detail_Snapshot__c,Risk_Weighting_formula__c,false,
FTE_Detail_Snapshot__c,Total_Exposures__c,false,
FTE_Detail_Snapshot__c,isAdders__c,false,
FTE_Detail_Snapshot__c,isLeavers__c,false,
FTE_Detail_Snapshot__c,SMUID__c,false,
Facility__c,Id,false,
Facility__c,OwnerId,false,
Facility__c,IsDeleted,false,
Facility__c,Name,false,
Facility__c,CreatedDate,false,
Facility__c,CreatedById,false,
Facility__c,LastModifiedDate,false,
Facility__c,LastModifiedById,false,
Facility__c,SystemModstamp,false,
Facility__c,LastActivityDate,false,
Facility__c,LastViewedDate,false,
Facility__c,LastReferencedDate,false,
Facility__c,ConnectionReceivedId,false,
Facility__c,ConnectionSentId,false,
Facility__c,Facility_Short_Code__c,false,
Facility__c,Is_Deleted__c,false,
Facility__c,MCIC_AMCNodeMDMID__c,false,
Facility__c,MCIC_FacilityMDMID__c,false,
Facility__c,MCIC_NodeMDMID__c,false,
Facility__c,MCIC_PEMS_Entity_ID__c,false,
Facility__c,Parent_Code__c,false,
Facility__c,RMX_Entity_Abbrevieation__c,false,
Facility__c,RMX_Entity_ID__c,false,
Facility__c,RMX_Facility_Code_ID__c,false,
Facility__c,MCIC_Facili_Available_To_Logged_In_User__c,false,
Facility__c,Org_Hierarchy__c,false,
Facility__c,Parent_Org_Hierarchy__c,false,
General_Damage_D__c,Id,false,
General_Damage_D__c,IsDeleted,false,
General_Damage_D__c,Name,false,
General_Damage_D__c,CreatedDate,false,
General_Damage_D__c,CreatedById,false,
General_Damage_D__c,LastModifiedDate,false,
General_Damage_D__c,LastModifiedById,false,
General_Damage_D__c,SystemModstamp,false,
General_Damage_D__c,LastActivityDate,false,
General_Damage_D__c,ConnectionReceivedId,false,
General_Damage_D__c,ConnectionSentId,false,
General_Damage_D__c,Reserve_Worksheet__c,false,
General_Damage_D__c,Amount_Claimed__c,false,
General_Damage_D__c,General_Damage_Type__c,false,
General_Damage_D__c,Other_Text__c,false,
General_Damage_D__c,Settlement_Value_High__c,false,
General_Damage_D__c,Settlement_Value_Low__c,false,
Group,Id,false,
Group,Name,false,
Group,DeveloperName,false,
Group,RelatedId,false,
Group,Type,false,
Group,Email,false,
Group,OwnerId,false,
Group,DoesSendEmailToMembers,false,
Group,DoesIncludeBosses,false,
Group,CreatedDate,false,
Group,CreatedById,false,
Group,LastModifiedDate,false,
Group,LastModifiedById,false,
Group,SystemModstamp,false,
GroupMember,Id,false,
GroupMember,GroupId,false,
GroupMember,UserOrGroupId,false,
GroupMember,SystemModstamp,false,
ISO_Class__c,Id,false,
ISO_Class__c,OwnerId,false,
ISO_Class__c,IsDeleted,false,
ISO_Class__c,Name,false,
ISO_Class__c,CreatedDate,false,
ISO_Class__c,CreatedById,false,
ISO_Class__c,LastModifiedDate,false,
ISO_Class__c,LastModifiedById,false,
ISO_Class__c,SystemModstamp,false,
ISO_Class__c,LastViewedDate,false,
ISO_Class__c,LastReferencedDate,false,
ISO_Class__c,ConnectionReceivedId,false,
ISO_Class__c,ConnectionSentId,false,
ISO_Class__c,CP_ISO_Class__c,false,
ISO_Class__c,ISO_Code_ID__c,false,
ISO_Class__c,MCIC_Class_Picklist__c,false,
ISO_Class__c,Force_Sync__c,false,
ISO_Class__c,CP_ISO_Class_Description__c,false,
ISO_Class__c,MCIC_Class_ID__c,false,
ISO_Class__c,ISO_Code__c,false,
ISO_Class__c,MCIC_Key__c,false,
ISO_Class__c,ISO_Code_Description__c,false,
ISO_Class__c,Policy_Year__c,false,
ISO_Class__c,Class_Order__c,false,
ISO_Class__c,MCIC_Class__c,false,
ISO_Class__c,MCIC_Class_Description__c,false,
ISO_Code__c,Id,false,
ISO_Code__c,OwnerId,false,
ISO_Code__c,IsDeleted,false,
ISO_Code__c,Name,false,
ISO_Code__c,CreatedDate,false,
ISO_Code__c,CreatedById,false,
ISO_Code__c,LastModifiedDate,false,
ISO_Code__c,LastModifiedById,false,
ISO_Code__c,SystemModstamp,false,
ISO_Code__c,LastActivityDate,false,
ISO_Code__c,LastViewedDate,false,
ISO_Code__c,LastReferencedDate,false,
ISO_Code__c,ConnectionReceivedId,false,
ISO_Code__c,ConnectionSentId,false,
ISO_Code__c,Community_Physician_Institution_Formula__c,false,
ISO_Code__c,Community_Physician_Institution__c,true,;
ISO_Code__c,Permit_Claims__c,false,
ISO_Code__c,Code__c,false,
ISO_Code__c,Description__c,false,
ISO_Code__c,Termination_Date__c,false,
ISO_Code__c,Effective_Date__c,false,
Insured_Counts_Detail__c,Id,false,
Insured_Counts_Detail__c,IsDeleted,false,
Insured_Counts_Detail__c,Name,false,
Insured_Counts_Detail__c,CreatedDate,false,
Insured_Counts_Detail__c,CreatedById,false,
Insured_Counts_Detail__c,LastModifiedDate,false,
Insured_Counts_Detail__c,LastModifiedById,false,
Insured_Counts_Detail__c,SystemModstamp,false,
Insured_Counts_Detail__c,LastViewedDate,false,
Insured_Counts_Detail__c,LastReferencedDate,false,
Insured_Counts_Detail__c,ConnectionReceivedId,false,
Insured_Counts_Detail__c,ConnectionSentId,false,
Insured_Counts_Detail__c,Insured_Counts__c,false,
Insured_Counts_Detail__c,Audit__c,false,
Insured_Counts_Detail__c,CBR_Class__c,false,
Insured_Counts_Detail__c,Comments__c,false,
Insured_Counts_Detail__c,Entity_Annual_Dataset__c,false,
Insured_Counts_Detail__c,Entity_Dataset_Summary__c,false,
Insured_Counts_Detail__c,Entity_Rollup__c,false,
Insured_Counts_Detail__c,FTE_Adjustment_Factor_Name__c,false,
Insured_Counts_Detail__c,ISO_Class__c,false,
Insured_Counts_Detail__c,Is_Deleted__c,false,
Insured_Counts_Detail__c,MCIC_Key__c,false,
Insured_Counts_Detail__c,Missing_Values__c,false,
Insured_Counts_Detail__c,Part_Time_Summed_Count__c,false,
Insured_Counts_Detail__c,Preliminary_Premium__c,false,
Insured_Counts_Detail__c,PremiumAdjKeyGenerator__c,false,
Insured_Counts_Detail__c,PremiumAdjKey__c,false,
Insured_Counts_Detail__c,Previous_Count1__c,false,
Insured_Counts_Detail__c,Previous_Insured_Count_Detail__c,false,
Insured_Counts_Detail__c,Risk_Weights__c,false,
Insured_Counts_Detail__c,Sync_Records__c,false,
Insured_Counts_Detail__c,Total_Adjusted_Count__c,false,
Insured_Counts_Detail__c,Total_Summed_Count__c,false,
Insured_Counts_Detail__c,X6_Month_Difference__c,false,
Insured_Counts_Detail__c,Audit_As_Of_Date__c,false,
Insured_Counts_Detail__c,Class_Order__c,false,
Insured_Counts_Detail__c,Entity_FTE_Adjustment_Factor__c,false,
Insured_Counts_Detail__c,FTE_Adjustment_Factor_Comment__c,false,
Insured_Counts_Detail__c,FTE_Adjustment_Factor__c,false,
Insured_Counts_Detail__c,Full_Time_Summed_Count__c,false,
Insured_Counts_Detail__c,ISO_Code__c,false,
Insured_Counts_Detail__c,ISO_Description__c,false,
Insured_Counts_Detail__c,MCIC_Class__c,false,
Insured_Counts_Detail__c,Percent_Difference_Number__c,false,
Insured_Counts_Detail__c,Percent_Difference__c,false,
Insured_Counts_Detail__c,Policy_Year__c,false,
Insured_Counts_Detail__c,Preliminary_Premium_Difference_Pct__c,false,
Insured_Counts_Detail__c,Preliminary_Premium_Difference__c,false,
Insured_Counts_Detail__c,Premium_Difference__c,false,
Insured_Counts_Detail__c,Premium_Difference_percentage__c,false,
Insured_Counts_Detail__c,Premium__c,false,
Insured_Counts_Detail__c,Previous_Count__c,false,
Insured_Counts_Detail__c,Previous_Full_Time_Count__c,false,
Insured_Counts_Detail__c,Previous_Part_Time_Summed_Count__c,false,
Insured_Counts_Detail__c,Previous_Preliminary_Premium__c,false,
Insured_Counts_Detail__c,Previous_Premium__c,false,
Insured_Counts_Detail__c,Total_Adjusted_Count_Calc__c,false,
Insured_Counts_Detail__c,X6_Month_Difference_Calc__c,false,
Insured_Counts__c,Id,false,
Insured_Counts__c,OwnerId,false,
Insured_Counts__c,IsDeleted,false,
Insured_Counts__c,Name,false,
Insured_Counts__c,CreatedDate,false,
Insured_Counts__c,CreatedById,false,
Insured_Counts__c,LastModifiedDate,false,
Insured_Counts__c,LastModifiedById,false,
Insured_Counts__c,SystemModstamp,false,
Insured_Counts__c,LastViewedDate,false,
Insured_Counts__c,LastReferencedDate,false,
Insured_Counts__c,ConnectionReceivedId,false,
Insured_Counts__c,ConnectionSentId,false,
Insured_Counts__c,Audit__c,false,
Insured_Counts__c,Entity_Rollup__c,false,
Insured_Counts__c,MCIC_Key__c,false,
Insured_Counts__c,Sync_Records__c,false,
Insured_Counts__c,Records_with_Missing_Values__c,false,
Insured_Counts__c,Total_Difference__c,false,
Insured_Counts__c,Total_FTE__c,false,
Insured_Counts__c,Audit_As_Of_Date__c,false,
Insured_Counts__c,Total_Percentage_Difference__c,false,
Insured_Coverage__c,Id,false,
Insured_Coverage__c,OwnerId,false,
Insured_Coverage__c,IsDeleted,false,
Insured_Coverage__c,Name,false,
Insured_Coverage__c,RecordTypeId,false,
Insured_Coverage__c,CreatedDate,false,
Insured_Coverage__c,CreatedById,false,
Insured_Coverage__c,LastModifiedDate,false,
Insured_Coverage__c,LastModifiedById,false,
Insured_Coverage__c,SystemModstamp,false,
Insured_Coverage__c,LastActivityDate,false,
Insured_Coverage__c,LastViewedDate,false,
Insured_Coverage__c,LastReferencedDate,false,
Insured_Coverage__c,ConnectionReceivedId,false,
Insured_Coverage__c,ConnectionSentId,false,
Insured_Coverage__c,Reason_for_Leave__c,false,
Insured_Coverage__c,Deleted__c,false,
Insured_Coverage__c,Explanation_for_Leave__c,false,
Insured_Coverage__c,Risk_Pool_Sub_Category__c,false,
Insured_Coverage__c,Tail_Coverage_Applied_For__c,false,
Insured_Coverage__c,Imported__c,false,
Insured_Coverage__c,Risk_Pool__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Node_Name__c,false,
Insured_Coverage__c,Coverage_Concatenate__c,false,
Insured_Coverage__c,Sub_Entity_Addr_1__c,false,
Insured_Coverage__c,Added_By_SRC__c,false,
Insured_Coverage__c,Sub_Entity_Addr_2__c,false,
Insured_Coverage__c,Sub_Entity_City__c,false,
Insured_Coverage__c,Sub_Entity_State__c,false,
Insured_Coverage__c,Dept_Cost_Ctr_Code__c,false,
Insured_Coverage__c,Ledger_Number__c,false,
Insured_Coverage__c,Billing_Subspecialty__c,false,
Insured_Coverage__c,Changed_By_SRC__c,false,
Insured_Coverage__c,Comments__c,false,
Insured_Coverage__c,Date_Added_SRC__c,false,
Insured_Coverage__c,Date_Changed_SRC__c,false,
Insured_Coverage__c,Sub_Entity_Postal_Code__c,false,
Insured_Coverage__c,Department_MCIC__c,false,
Insured_Coverage__c,Department_SRC__c,false,
Insured_Coverage__c,Sub_Ent_Contact_First_Name__c,false,
Insured_Coverage__c,Sub_Ent_Contact_Last_Name__c,false,
Insured_Coverage__c,Sub_Ent_Contact_Email__c,false,
Insured_Coverage__c,Level_2_Entity__c,false,
Insured_Coverage__c,Department_Unit_SRC__c,false,
Insured_Coverage__c,Effective_Date__c,false,
Insured_Coverage__c,Reason_for_Termination__c,false,
Insured_Coverage__c,Sub_Ent_Contact_Phone__c,false,
Insured_Coverage__c,Owner_ID__c,false,
Insured_Coverage__c,Insitution_FIle__c,false,
Insured_Coverage__c,Institution_Record_Last_Change_Date__c,false,
Insured_Coverage__c,Insured_Category__c,false,
Insured_Coverage__c,ISO_Code__c,false,
Insured_Coverage__c,ISO_Code_Lookup__c,false,
Insured_Coverage__c,ISO_Code_Description__c,false,
Insured_Coverage__c,ISO_Code_SRC__c,false,
Insured_Coverage__c,Employee_Number__c,false,
Insured_Coverage__c,Master_Node__c,false,
Insured_Coverage__c,Physical_Location_SRC__c,false,
Insured_Coverage__c,Department_Unit_MCIC__c,false,
Insured_Coverage__c,Prior_Acts_Retro_End_Date__c,false,
Insured_Coverage__c,Prior_Acts_Retro_Start_Date__c,false,
Insured_Coverage__c,Coverage_Name_Flow__c,false,
Insured_Coverage__c,Slot__c,false,
Insured_Coverage__c,Status__c,false,
Insured_Coverage__c,Record_Type__c,false,
Insured_Coverage__c,SMUID__c,false,
Insured_Coverage__c,Subscriber_Entity_SRC__c,false,
Insured_Coverage__c,Days_Passed__c,false,
Insured_Coverage__c,Termination_Date__c,false,
Insured_Coverage__c,Leave_Confirmed__c,false,
Insured_Coverage__c,Continue_Emails__c,false,
Insured_Coverage__c,AOI_Effective_Date__c,false,
Insured_Coverage__c,MCPID__c,false,
Insured_Coverage__c,Terminated__c,false,
Insured_Coverage__c,Class_B_Flag__c,false,
Insured_Coverage__c,Allied_Share_Limits_with_PC__c,false,
Insured_Coverage__c,Insured__c,false,
Insured_Coverage__c,Insured_ID__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_First_Name__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_Last_Name__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_Address_1__c,false,
Insured_Coverage__c,Department_Institution__c,false,
Insured_Coverage__c,Department_Unit_Institution__c,false,
Insured_Coverage__c,Community_Physician__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_Address_2__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_City__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_State__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_Postal_Code__c,false,
Insured_Coverage__c,Sub_Entity_AOI_Contact_Phone__c,false,
Insured_Coverage__c,AOI_Termination_Date__c,false,
Insured_Coverage__c,Last_Email_Date__c,false,
Insured_Coverage__c,Send_Email_Today__c,false,
Insured_Coverage__c,PC_Group_Node_Level__c,false,
Insured_Coverage__c,Limit_Type__c,false,
Insured_Coverage__c,Active_Coverage__c,false,
Insured_Coverage__c,CP_step_year_Initial__c,false,
Insured_Coverage__c,CP_step_year_Current__c,false,
Insured_Coverage__c,Owner_Name__c,false,
Insured_Coverage__c,AOI_Insured_Status__c,false,
Insured_Coverage__c,CHR_Coverage_Date__c,false,
Insured_Coverage__c,CHR_Termination_Date__c,false,
Insured_Coverage__c,RMX_Id__c,false,
Insured_Coverage__c,Sub_Entity_Node_Name__c,false,
Insured_Coverage__c,CP_Step_Renewal_Date__c,false,
Insured_Coverage__c,Include_in_Step_Renewal__c,false,
Insured_Coverage__c,CP_ISO_Class__c,false,
Insured_Coverage__c,Certificate_Number__c,false,
Insured_Coverage__c,ISO_Class_Formula__c,false,
Insured_Coverage__c,ISO_Class__c,false,
Insured_Coverage__c,Lukan_Vesting_Service_Current__c,false,
Insured_Coverage__c,Lukan_Vesting_Service_Initial__c,false,
Insured_Coverage__c,Matching_Date__c,false,
Insured_Coverage__c,New_Checkbox__c,false,
Insured_Coverage__c,Number_of_Policy_Renewals__c,false,
Insured_Coverage__c,PC_Address_1__c,false,
Insured_Coverage__c,PC_Address_2__c,false,
Insured_Coverage__c,PC_City__c,false,
Insured_Coverage__c,PC_Node_Name__c,false,
Insured_Coverage__c,PC_State__c,false,
Insured_Coverage__c,PC_Zip__c,false,
Insured_Coverage__c,Policy_Hierarchy__c,false,
Insured_Coverage__c,Policy_Limits__c,false,
Insured_Coverage__c,Policy_Number__c,false,
Insured_Coverage__c,Process_Builder_Record_Id__c,false,
Insured_Coverage__c,Rate_Class_Program__c,false,
Insured_Coverage__c,Risk_Pool_Level__c,false,
Insured_Coverage__c,Tail_Coverage_Reason__c,false,
Insured_Coverage__c,Case_Safe_ID__c,false,
Insured_Coverage__c,Sort_Coverage_Name_Flow__c,false,
Insured_Coverage__c,SSN_Stamp__c,false,
Insured_Coverage__c,PC_Group_Termination_Date__c,false,
Insured_Coverage__c,RecordTypeId18__c,false,
Insured_Coverage__c,Owner_Name_CHR_Formula__c,false,
Insured_Coverage__c,Clinical_Department__c,false,
Insured_Coverage__c,Clinical_Division__c,false,
Insured_Coverage__c,MCIC_Insured_Coverage_Type_Formula__c,false,
Insured_Coverage__c,MCIC_Permit_Coverage_Parent_ID_Formula__c,false,
Insured_Coverage__c,MCIC_Policy_Subsection__c,false,
Insured_Coverage__c,MCIC_Primary_Coverage_Span_In_Years__c,false,
Insured_Coverage__c,Permit_Coverage_Verification__c,false,
Insured_Coverage__c,Test_Policy_History__c,false,
Insured_Coverage__c,Test_Policy_History_del__c,false,
Insured_Coverage__c,No_Of_Policy_Coverage_History_Record_del__c,false,
Insured_Coverage__c,No_Of_Policy_Coverage_History_Records__c,false,
Insured_Coverage__c,CP_Subclass__c,false,
Insured_Coverage__c,Insured_Name__c,false,
Insured_Coverage__c,Retroactive_Date__c,false,
Insured_Coverage__c,Retroactive_IsPrimary__c,false,
Insured_Coverage__c,Org_Hierarchy__c,false,
Insured_Coverage__c,PC_Group_Org_Hierarchy__c,false,
Insured_Coverage__c,Test__c,false,
Insured_Coverage__c,Physical_Location_Org_Hierarchy__c,false,
Insured_Coverage__c,COMPASS_ID__c,false,
Insured_Policy_History__c,Id,false,
Insured_Policy_History__c,OwnerId,false,
Insured_Policy_History__c,IsDeleted,false,
Insured_Policy_History__c,Name,false,
Insured_Policy_History__c,CreatedDate,false,
Insured_Policy_History__c,CreatedById,false,
Insured_Policy_History__c,LastModifiedDate,false,
Insured_Policy_History__c,LastModifiedById,false,
Insured_Policy_History__c,SystemModstamp,false,
Insured_Policy_History__c,LastViewedDate,false,
Insured_Policy_History__c,LastReferencedDate,false,
Insured_Policy_History__c,ConnectionReceivedId,false,
Insured_Policy_History__c,ConnectionSentId,false,
Insured_Policy_History__c,AMC__c,false,
Insured_Policy_History__c,Department_MCIC__c,false,
Insured_Policy_History__c,Effective_Date__c,false,
Insured_Policy_History__c,FTE_Count__c,false,
Insured_Policy_History__c,Full_Parttime__c,false,
Insured_Policy_History__c,ISO_Class__c,false,
Insured_Policy_History__c,ISO_Code__c,false,
Insured_Policy_History__c,Insured_Category__c,false,
Insured_Policy_History__c,Insured_Coverage__c,false,
Insured_Policy_History__c,Insured_Effective_Date__c,false,
Insured_Policy_History__c,Insured_First_Name__c,false,
Insured_Policy_History__c,Insured_Last_Name__c,false,
Insured_Policy_History__c,Insured_Status__c,false,
Insured_Policy_History__c,Insured_Termination_Date__c,false,
Insured_Policy_History__c,IsDeleted__c,false,
Insured_Policy_History__c,MCIC_ID__c,false,
Insured_Policy_History__c,Policy_Type__c,false,
Insured_Policy_History__c,Policy__c,false,
Insured_Policy_History__c,Slot_ID_PEMS__c,false,
Insured_Policy_History__c,Slot_Name__c,false,
Insured_Policy_History__c,Slot__c,false,
Insured_Policy_History__c,Subscriber_Entity__c,false,
Insured_Policy_History__c,Termination_Date__c,false,
Insured_Policy_History__c,isSlot__c,false,
Insured_Policy_History__c,Coverage_Days__c,false,
Insured_Policy_History__c,MCIC_Class_Category__c,false,
Insured_Policy_History__c,MCIC_Class__c,false,
Insured_Policy_History__c,Policy_Year__c,false,
Insured__c,Id,false,
Insured__c,OwnerId,false,
Insured__c,IsDeleted,false,
Insured__c,Name,false,
Insured__c,CreatedDate,false,
Insured__c,CreatedById,false,
Insured__c,LastModifiedDate,false,
Insured__c,LastModifiedById,false,
Insured__c,SystemModstamp,false,
Insured__c,LastActivityDate,false,
Insured__c,LastViewedDate,false,
Insured__c,LastReferencedDate,false,
Insured__c,ConnectionReceivedId,false,
Insured__c,ConnectionSentId,false,
Insured__c,Use_Second_Billing__c,false,
Insured__c,Email_SRC__c,false,
Insured__c,SB_Email_SRC__c,false,
Insured__c,Employee_Number__c,false,
Insured__c,IC_Effective_Date__c,false,
Insured__c,IC_Termination_Date__c,false,
Insured__c,IC_Sub_Entity_Addr_1__c,false,
Insured__c,IC_Sub_Entity_Addr_2__c,false,
Insured__c,IC_Sub_Entity_City__c,false,
Insured__c,Last_Name__c,false,
Insured__c,First_Name__c,false,
Insured__c,Deleted__c,false,
Insured__c,IC_Sub_Entity_State__c,false,
Insured__c,IC_Sub_Entity_Postal_Code__c,false,
Insured__c,IC_Sub_Ent_Contact_First_Name__c,false,
Insured__c,IC_Sub_Ent_Contact_Last_Name__c,false,
Insured__c,IC_Retro_End_Date__c,false,
Insured__c,Date_of_Birth__c,false,
Insured__c,IC_Retro_Start_Date__c,false,
Insured__c,IC_Department__c,false,
Insured__c,IC_Sub_Ent_Contact_Email__c,false,
Insured__c,IC_Sub_Ent_Contact_Phone__c,false,
Insured__c,IC_AOI_Node_Name__c,false,
Insured__c,IC_Risk_Pool__c,false,
Insured__c,IC_Insured_Status__c,false,
Insured__c,IC_Insured_Category__c,false,
Insured__c,IC_MCPID__c,false,
Insured__c,Deleted_Reason__c,false,
Insured__c,Deleted_Explanation__c,false,
Insured__c,IC_ERE_End_Date__c,false,
Insured__c,PH_GL_Policy_name__c,false,
Insured__c,Middle_Initial__c,false,
Insured__c,PH_GL_Policy_Number__c,false,
Insured__c,PH_GL_Policy_Limit__c,false,
Insured__c,PH_GL_Occurrence_Limit__c,false,
Insured__c,PH_PFL_Policy_Name__c,false,
Insured__c,PH_PFL_Policy_Number__c,false,
Insured__c,PH_PFL_Policy_Limit__c,false,
Insured__c,PH_PFL_Occurrence_Limit__c,false,
Insured__c,PH_Policy_Name__c,false,
Insured__c,IC_Reason_for_Termination__c,false,
Insured__c,Add_Date_SRC__c,false,
Insured__c,IC_AOI_Insured_Status__c,false,
Insured__c,Change_Date_SRC__c,false,
Insured__c,Comments__c,false,
Insured__c,Degree_SRC__c,false,
Insured__c,Degree__c,false,
Insured__c,Email__c,false,
Insured__c,Fax__c,false,
Insured__c,Former_Name__c,false,
Insured__c,Home_Phone__c,false,
Insured__c,Institution_File__c,false,
Insured__c,Instutition_Record_Last_Change_Date__c,false,
Insured__c,Insured_Address_1__c,false,
Insured__c,Insured_Address_2__c,false,
Insured__c,Insured_City__c,false,
Insured__c,Insured_Country__c,false,
Insured__c,Insured_ID__c,false,
Insured__c,Insured_Internal_Addr__c,false,
Insured__c,Insured_State__c,false,
Insured__c,Insured_Zip__c,false,
Insured__c,Last_Modified_User_ID_SRC__c,false,
Insured__c,License_Number__c,false,
Insured__c,LName_Soundex_SRC__c,false,
Insured__c,PH_Policy_Effective_Date__c,false,
Insured__c,National_Provider_ID__c,false,
Insured__c,Previous_Insurance__c,false,
Insured__c,Previous_Insurance_Eff_Date__c,false,
Insured__c,Previous_Insurance_Type__c,false,
Insured__c,PH_Policy_Termination_date__c,false,
Insured__c,SB_Address_1__c,false,
Insured__c,SB_Address_2__c,false,
Insured__c,SB_City__c,false,
Insured__c,SB_Email__c,false,
Insured__c,SB_Fax__c,false,
Insured__c,SB_First_Name__c,false,
Insured__c,SB_Last_Name__c,false,
Insured__c,SB_Relationship__c,false,
Insured__c,SB_Work_Extension__c,false,
Insured__c,SB_Work_Phone__c,false,
Insured__c,SB_Zip__c,false,
Insured__c,Work_Extension__c,false,
Insured__c,Work_Phone__c,false,
Insured__c,IC_AOI_Effective_Date__c,false,
Insured__c,SB_Home_Phone__c,false,
Insured__c,SB_State__c,false,
Insured__c,IC_AOI_Contact_First_Name__c,false,
Insured__c,IC_AOI_Contact_Last_Name__c,false,
Insured__c,IC_AOI_Contact_Address_1__c,false,
Insured__c,Previous_Insurance_Type_SRC__c,false,
Insured__c,Imported__c,false,
Insured__c,IC_AOI_Contact_Address_2__c,false,
Insured__c,IC_AOI_Contact_City__c,false,
Insured__c,IC_AOI_Contact_State__c,false,
Insured__c,IC_AOI_Contact_Postal_Code__c,false,
Insured__c,IC_AOI_Contact_Phone__c,false,
Insured__c,PH_GL_Text__c,false,
Insured__c,PH_PFL_Text__c,false,
Insured__c,IC_AOI_Termination_Date__c,false,
Insured__c,Certificate_Number__c,false,
Insured__c,Insured_Country_Abbreviation__c,false,
Insured__c,Insured_State_Abbreviation__c,false,
Insured__c,Internal_Address__c,false,
Insured__c,IC_Sub_Entity_Node_Name__c,false,
Insured__c,Created_by_Name__c,false,
Insured__c,PIRE_Address_Line_1__c,false,
Insured__c,PIRE_Address_Line_2__c,false,
Insured__c,PIRE_City__c,false,
Insured__c,PIRE_Name__c,false,
Insured__c,PIRE_State__c,false,
Insured__c,PIRE_Zip__c,false,
